response,trial_type,stim,workerid,subj,verb,verb_cat,cc,cc_float,language,enjoyment,assess,age,gender,education,problems,fairprice,start_time,time_taken,phaseseed,own_stance,own_stance_index,verb_cat_float,subj_float
0.02,one_slider,"{'subject': 'Doctors', 'verb': 'suspect', 'comp': 'vaccines are not as effective as people think'}",6,Doctors,suspect,pos,vaccines are not as effective as people think,-1.000000,english,2,Yes,24,Female,4,no,3.00,1591148005058,5.2591,0,"[{'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.96}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.87,1,3
1,one_slider,"{'subject': 'Researchers', 'verb': 'find', 'comp': 'there is no link between vaccines and autism'}",6,Researchers,find,pos,there is no link between vaccines and autism,1.000000,english,2,Yes,24,Female,4,no,3.00,1591148005058,5.2591,0,"[{'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.96}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.87,1,2
0.97,one_slider,"{'subject': 'Doctors', 'verb': 'insist', 'comp': 'vaccines have saved countless lives'}",6,Doctors,insist,neg,vaccines have saved countless lives,1.000000,english,2,Yes,24,Female,4,no,3.00,1591148005058,5.2591,0,"[{'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.96}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.87,-1,3
0.98,one_slider,"{'subject': 'Researchers', 'verb': 'show', 'comp': 'the benefits of getting vaccinated far outweigh the risks'}",6,Researchers,show,pos,the benefits of getting vaccinated far outweigh the risks,1.000000,english,2,Yes,24,Female,4,no,3.00,1591148005058,5.2591,0,"[{'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.96}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.87,1,2
1,one_slider,"{'subject': 'Scientists', 'verb': 'say', 'comp': 'we have basically eradicated measles, thanks to vaccines'}",6,Scientists,say,neut,we have basically eradicated measles,1.000000,english,2,Yes,24,Female,4,no,3.00,1591148005058,5.2591,0,"[{'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.96}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.87,0,1
1,one_slider,"{'subject': 'Doctors', 'verb': 'point out', 'comp': 'vaccines do not cause autism'}",6,Doctors,point out,pos,vaccines do not cause autism,1.000000,english,2,Yes,24,Female,4,no,3.00,1591148005058,5.2591,0,"[{'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.96}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.87,1,3
1,one_slider,"{'subject': 'Doctors', 'verb': 'believe', 'comp': 'vaccinating children is a crucial measure for public health'}",6,Doctors,believe,neut,vaccinating children is a crucial measure for public health,1.000000,english,2,Yes,24,Female,4,no,3.00,1591148005058,5.2591,0,"[{'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.96}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.87,0,3
0.18,one_slider,"{'subject': 'Scientists', 'verb': 'think', 'comp': 'we need to be more aware of the risks posed by vaccines'}",6,Scientists,think,neut,we need to be more aware of the risks posed by vaccines,-1.000000,english,2,Yes,24,Female,4,no,3.00,1591148005058,5.2591,0,"[{'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.96}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.87,0,1
1,one_slider,"{'subject': 'Scientists', 'verb': 'believe', 'comp': 'children should be required to get vaccinated'}",6,Scientists,believe,neut,children should be required to get vaccinated,1.000000,english,2,Yes,24,Female,4,no,3.00,1591148005058,5.2591,0,"[{'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.96}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.87,0,1
0.71,one_slider,"{'subject': 'Researchers', 'verb': 'claim', 'comp': 'without the vaccine, the epidemic would have been far more widespread'}",6,Researchers,claim,neg,without the vaccine,1.000000,english,2,Yes,24,Female,4,no,3.00,1591148005058,5.2591,0,"[{'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.96}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.87,-1,2
0.47,one_slider,"{'subject': 'Scientists', 'verb': 'argue', 'comp': 'people have sometimes still gotten sick, even after being vaccinated against the illness'}",6,Scientists,argue,neg,people have sometimes still gotten sick,-1.000000,english,2,Yes,24,Female,4,no,3.00,1591148005058,5.2591,0,"[{'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.96}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.87,-1,1
0.17,one_slider,"{'subject': 'Doctors', 'verb': 'argue', 'comp': 'many children have shown adverse reactions to vaccines'}",6,Doctors,argue,neg,many children have shown adverse reactions to vaccines,-1.000000,english,2,Yes,24,Female,4,no,3.00,1591148005058,5.2591,0,"[{'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.96}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.87,-1,3
0.95,one_slider,"{'subject': 'Researchers', 'verb': 'suspect', 'comp': 'concerns over vaccine injuries are generally unfounded'}",6,Researchers,suspect,pos,concerns over vaccine injuries are generally unfounded,1.000000,english,2,Yes,24,Female,4,no,3.00,1591148005058,5.2591,0,"[{'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.96}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.87,1,2
0.97,one_slider,"{'subject': 'Researchers', 'verb': 'suspect', 'comp': 'the link between vaccines and autism is unfounded'}",6,Researchers,suspect,pos,the link between vaccines and autism is unfounded,1.000000,english,2,Yes,24,Female,4,no,3.00,1591148005058,5.2591,0,"[{'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.96}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.87,1,2
0.14,one_slider,"{'subject': 'Doctors', 'verb': 'point out', 'comp': 'the mercury contained in vaccines is linked to autism risk'}",6,Doctors,point out,pos,the mercury contained in vaccines is linked to autism risk,-1.000000,english,2,Yes,24,Female,4,no,3.00,1591148005058,5.2591,0,"[{'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.96}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.87,1,3
0.03,one_slider,"{'subject': 'Doctors', 'verb': 'find', 'comp': 'vaccines are not as safe as many people imagine'}",6,Doctors,find,pos,vaccines are not as safe as many people imagine,-1.000000,english,2,Yes,24,Female,4,no,3.00,1591148005058,5.2591,0,"[{'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.96}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.87,1,3
1,one_slider,"{'subject': 'Researchers', 'verb': 'claim', 'comp': 'the vaccine-autism link is entirely a myth'}",6,Researchers,claim,neg,the vaccine-autism link is entirely a myth,1.000000,english,2,Yes,24,Female,4,no,3.00,1591148005058,5.2591,0,"[{'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.96}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.87,-1,2
0.54,one_slider,"{'subject': 'Scientists', 'verb': 'point out', 'comp': 'thimerosol, an active ingredient in the measles vaccine, can cause seizures'}",6,Scientists,point out,pos,thimerosol,-1.000000,english,2,Yes,24,Female,4,no,3.00,1591148005058,5.2591,0,"[{'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.96}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.87,1,1
1,one_slider,"{'subject': 'Researchers', 'verb': 'think', 'comp': 'the study linking vaccines to autism has been debunked'}",6,Researchers,think,neut,the study linking vaccines to autism has been debunked,1.000000,english,2,Yes,24,Female,4,no,3.00,1591148005058,5.2591,0,"[{'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.96}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.87,0,2
0.17,one_slider,"{'subject': 'Doctors', 'verb': 'insist', 'comp': 'getting vaccinated can pose serious risks'}",6,Doctors,insist,neg,getting vaccinated can pose serious risks,-1.000000,english,2,Yes,24,Female,4,no,3.00,1591148005058,5.2591,0,"[{'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.96}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.87,-1,3
0.94,one_slider,"{'subject': 'Scientists', 'verb': 'insist', 'comp': 'many diseases can be contained with vaccines'}",6,Scientists,insist,neg,many diseases can be contained with vaccines,1.000000,english,2,Yes,24,Female,4,no,3.00,1591148005058,5.2591,0,"[{'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0.96}, {'trial_type': 'own_stance', 'response': 0.02}, {'trial_type': 'own_stance', 'response': 0.93}]",2.87,-1,1
0.01,one_slider,"{'subject': 'Doctors', 'verb': 'find', 'comp': 'parents should have a choice in whether they vaccinate their children'}",7,Doctors,find,pos,parents should have a choice in whether they vaccinate their children,-1.000000,english,2,Yes,36,Male,3,No problems.,2.00,1591148197740,5.95715,1,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0}, {'trial_type': 'own_stance', 'response': 0.93}]",2.88,1,3
0.96,one_slider,"{'subject': 'Researchers', 'verb': 'say', 'comp': 'children should be required to get vaccinated'}",7,Researchers,say,neut,children should be required to get vaccinated,1.000000,english,2,Yes,36,Male,3,No problems.,2.00,1591148197740,5.95715,1,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0}, {'trial_type': 'own_stance', 'response': 0.93}]",2.88,0,2
0.5,one_slider,"{'subject': 'Doctors', 'verb': 'suspect', 'comp': 'the absolute safety of vaccines is a misconception'}",7,Doctors,suspect,pos,the absolute safety of vaccines is a misconception,-1.000000,english,2,Yes,36,Male,3,No problems.,2.00,1591148197740,5.95715,1,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0}, {'trial_type': 'own_stance', 'response': 0.93}]",2.88,1,3
0.62,one_slider,"{'subject': 'Scientists', 'verb': 'find', 'comp': 'vaccines do not guarantee immunity'}",7,Scientists,find,pos,vaccines do not guarantee immunity,-1.000000,english,2,Yes,36,Male,3,No problems.,2.00,1591148197740,5.95715,1,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0}, {'trial_type': 'own_stance', 'response': 0.93}]",2.88,1,1
0.88,one_slider,"{'subject': 'Researchers', 'verb': 'think', 'comp': 'without the vaccine, the epidemic would have been far more widespread'}",7,Researchers,think,neut,without the vaccine,1.000000,english,2,Yes,36,Male,3,No problems.,2.00,1591148197740,5.95715,1,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0}, {'trial_type': 'own_stance', 'response': 0.93}]",2.88,0,2
1,one_slider,"{'subject': 'Scientists', 'verb': 'point out', 'comp': 'many diseases can be contained with vaccines'}",7,Scientists,point out,pos,many diseases can be contained with vaccines,1.000000,english,2,Yes,36,Male,3,No problems.,2.00,1591148197740,5.95715,1,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0}, {'trial_type': 'own_stance', 'response': 0.93}]",2.88,1,1
0.77,one_slider,"{'subject': 'Scientists', 'verb': 'suspect', 'comp': 'concerns over vaccine injuries are generally unfounded'}",7,Scientists,suspect,pos,concerns over vaccine injuries are generally unfounded,1.000000,english,2,Yes,36,Male,3,No problems.,2.00,1591148197740,5.95715,1,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0}, {'trial_type': 'own_stance', 'response': 0.93}]",2.88,1,1
0.29,one_slider,"{'subject': 'Researchers', 'verb': 'claim', 'comp': 'the mercury contained in vaccines is linked to autism risk'}",7,Researchers,claim,neg,the mercury contained in vaccines is linked to autism risk,-1.000000,english,2,Yes,36,Male,3,No problems.,2.00,1591148197740,5.95715,1,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0}, {'trial_type': 'own_stance', 'response': 0.93}]",2.88,-1,2
0.03,one_slider,"{'subject': 'Scientists', 'verb': 'think', 'comp': 'vaccines are not as safe as many people imagine'}",7,Scientists,think,neut,vaccines are not as safe as many people imagine,-1.000000,english,2,Yes,36,Male,3,No problems.,2.00,1591148197740,5.95715,1,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0}, {'trial_type': 'own_stance', 'response': 0.93}]",2.88,0,1
0.36,one_slider,"{'subject': 'Doctors', 'verb': 'say', 'comp': 'vaccines were responsible for some cases of autism in children'}",7,Doctors,say,neut,vaccines were responsible for some cases of autism in children,-1.000000,english,2,Yes,36,Male,3,No problems.,2.00,1591148197740,5.95715,1,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0}, {'trial_type': 'own_stance', 'response': 0.93}]",2.88,0,3
0.06,one_slider,"{'subject': 'Researchers', 'verb': 'say', 'comp': 'we need to be more aware of the risks posed by vaccines'}",7,Researchers,say,neut,we need to be more aware of the risks posed by vaccines,-1.000000,english,2,Yes,36,Male,3,No problems.,2.00,1591148197740,5.95715,1,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0}, {'trial_type': 'own_stance', 'response': 0.93}]",2.88,0,2
1,one_slider,"{'subject': 'Researchers', 'verb': 'argue', 'comp': 'vaccines have saved countless lives'}",7,Researchers,argue,neg,vaccines have saved countless lives,1.000000,english,2,Yes,36,Male,3,No problems.,2.00,1591148197740,5.95715,1,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0}, {'trial_type': 'own_stance', 'response': 0.93}]",2.88,-1,2
0.5,one_slider,"{'subject': 'Scientists', 'verb': 'argue', 'comp': 'vaccine benefits are exaggerated and vaccine risks are downplayed by pharmaceutical companies'}",7,Scientists,argue,neg,vaccine benefits are exaggerated and vaccine risks are downplayed by pharmaceutical companies,-1.000000,english,2,Yes,36,Male,3,No problems.,2.00,1591148197740,5.95715,1,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0}, {'trial_type': 'own_stance', 'response': 0.93}]",2.88,-1,1
1,one_slider,"{'subject': 'Doctors', 'verb': 'point out', 'comp': 'we have basically eradicated measles, thanks to vaccines'}",7,Doctors,point out,pos,we have basically eradicated measles,1.000000,english,2,Yes,36,Male,3,No problems.,2.00,1591148197740,5.95715,1,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0}, {'trial_type': 'own_stance', 'response': 0.93}]",2.88,1,3
0.12,one_slider,"{'subject': 'Scientists', 'verb': 'insist', 'comp': 'vaccines are not as effective as people think'}",7,Scientists,insist,neg,vaccines are not as effective as people think,-1.000000,english,2,Yes,36,Male,3,No problems.,2.00,1591148197740,5.95715,1,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0}, {'trial_type': 'own_stance', 'response': 0.93}]",2.88,-1,1
0,one_slider,"{'subject': 'Doctors', 'verb': 'point out', 'comp': 'the campaign to get children vaccinated is driven in large part by drug companies'}",7,Doctors,point out,pos,the campaign to get children vaccinated is driven in large part by drug companies,-1.000000,english,2,Yes,36,Male,3,No problems.,2.00,1591148197740,5.95715,1,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0}, {'trial_type': 'own_stance', 'response': 0.93}]",2.88,1,3
0.06,one_slider,"{'subject': 'Scientists', 'verb': 'argue', 'comp': 'vaccines pose non-trivial risks'}",7,Scientists,argue,neg,vaccines pose non-trivial risks,-1.000000,english,2,Yes,36,Male,3,No problems.,2.00,1591148197740,5.95715,1,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0}, {'trial_type': 'own_stance', 'response': 0.93}]",2.88,-1,1
0.9,one_slider,"{'subject': 'Doctors', 'verb': 'claim', 'comp': 'the link between vaccines and autism is unfounded'}",7,Doctors,claim,neg,the link between vaccines and autism is unfounded,1.000000,english,2,Yes,36,Male,3,No problems.,2.00,1591148197740,5.95715,1,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0}, {'trial_type': 'own_stance', 'response': 0.93}]",2.88,-1,3
0.48,one_slider,"{'subject': 'Doctors', 'verb': 'insist', 'comp': 'thimerosol, an active ingredient in the measles vaccine, can cause seizures'}",7,Doctors,insist,neg,thimerosol,-1.000000,english,2,Yes,36,Male,3,No problems.,2.00,1591148197740,5.95715,1,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0}, {'trial_type': 'own_stance', 'response': 0.93}]",2.88,-1,3
0.77,one_slider,"{'subject': 'Researchers', 'verb': 'insist', 'comp': 'the study linking vaccines to autism has been debunked'}",7,Researchers,insist,neg,the study linking vaccines to autism has been debunked,1.000000,english,2,Yes,36,Male,3,No problems.,2.00,1591148197740,5.95715,1,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0}, {'trial_type': 'own_stance', 'response': 0.93}]",2.88,-1,2
0.9,one_slider,"{'subject': 'Scientists', 'verb': 'think', 'comp': 'the vaccine-autism link is entirely a myth'}",7,Scientists,think,neut,the vaccine-autism link is entirely a myth,1.000000,english,2,Yes,36,Male,3,No problems.,2.00,1591148197740,5.95715,1,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0}, {'trial_type': 'own_stance', 'response': 0.93}]",2.88,0,1
0.91,one_slider,"{'subject': 'Researchers', 'verb': 'find', 'comp': 'there is no link between vaccines and autism'}",7,Researchers,find,pos,there is no link between vaccines and autism,1.000000,english,2,Yes,36,Male,3,No problems.,2.00,1591148197740,5.95715,1,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0}, {'trial_type': 'own_stance', 'response': 0.93}]",2.88,1,2
1,one_slider,"{'subject': 'Doctors', 'verb': 'suspect', 'comp': 'the benefits of getting vaccinated far outweigh the risks'}",7,Doctors,suspect,pos,the benefits of getting vaccinated far outweigh the risks,1.000000,english,2,Yes,36,Male,3,No problems.,2.00,1591148197740,5.95715,1,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0}, {'trial_type': 'own_stance', 'response': 0.93}]",2.88,1,3
0.08,one_slider,"{'subject': 'Doctors', 'verb': 'believe', 'comp': 'getting vaccinated can pose serious risks'}",7,Doctors,believe,neut,getting vaccinated can pose serious risks,-1.000000,english,2,Yes,36,Male,3,No problems.,2.00,1591148197740,5.95715,1,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0}, {'trial_type': 'own_stance', 'response': 0.93}]",2.88,0,3
1,one_slider,"{'subject': 'Researchers', 'verb': 'show', 'comp': 'vaccines do not cause autism'}",7,Researchers,show,pos,vaccines do not cause autism,1.000000,english,2,Yes,36,Male,3,No problems.,2.00,1591148197740,5.95715,1,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0}, {'trial_type': 'own_stance', 'response': 0.93}]",2.88,1,2
0.49,one_slider,"{'subject': 'Researchers', 'verb': 'show', 'comp': 'many children have shown adverse reactions to vaccines'}",7,Researchers,show,pos,many children have shown adverse reactions to vaccines,-1.000000,english,2,Yes,36,Male,3,No problems.,2.00,1591148197740,5.95715,1,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0}, {'trial_type': 'own_stance', 'response': 0.93}]",2.88,1,2
0.98,one_slider,"{'subject': 'Scientists', 'verb': 'believe', 'comp': 'vaccinating children is a crucial measure for public health'}",7,Scientists,believe,neut,vaccinating children is a crucial measure for public health,1.000000,english,2,Yes,36,Male,3,No problems.,2.00,1591148197740,5.95715,1,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0}, {'trial_type': 'own_stance', 'response': 0.93}]",2.88,0,1
0.5,one_slider,"{'subject': 'Researchers', 'verb': 'show', 'comp': 'people have sometimes still gotten sick, even after being vaccinated against the illness'}",7,Researchers,show,pos,people have sometimes still gotten sick,-1.000000,english,2,Yes,36,Male,3,No problems.,2.00,1591148197740,5.95715,1,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0}, {'trial_type': 'own_stance', 'response': 0.93}]",2.88,1,2
1,one_slider,"{'subject': 'Scientists', 'verb': 'believe', 'comp': 'vaccines are effective at preventing diseases like measles'}",7,Scientists,believe,neut,vaccines are effective at preventing diseases like measles,1.000000,english,2,Yes,36,Male,3,No problems.,2.00,1591148197740,5.95715,1,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0}, {'trial_type': 'own_stance', 'response': 0.93}]",2.88,0,1
1,one_slider,"{'subject': 'Researchers', 'verb': 'claim', 'comp': 'vaccines are a safe and effective way to save lives'}",7,Researchers,claim,neg,vaccines are a safe and effective way to save lives,1.000000,english,2,Yes,36,Male,3,No problems.,2.00,1591148197740,5.95715,1,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 1}, {'trial_type': 'own_stance', 'response': 0}, {'trial_type': 'own_stance', 'response': 0.93}]",2.88,-1,2
0.47,one_slider,"{'subject': 'Researchers', 'verb': 'point out', 'comp': 'the study linking vaccines to autism has been debunked'}",8,Researchers,point out,pos,the study linking vaccines to autism has been debunked,1.000000,english,2,Yes,36,Male,3,no,2 dollars,1591148626321,7.821416666666667,0,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.94}, {'trial_type': 'own_stance', 'response': 0.31}, {'trial_type': 'own_stance', 'response': 0.98}]",2.56,1,2
0.8,one_slider,"{'subject': 'Doctors', 'verb': 'believe', 'comp': 'many diseases can be contained with vaccines'}",8,Doctors,believe,neut,many diseases can be contained with vaccines,1.000000,english,2,Yes,36,Male,3,no,2 dollars,1591148626321,7.821416666666667,0,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.94}, {'trial_type': 'own_stance', 'response': 0.31}, {'trial_type': 'own_stance', 'response': 0.98}]",2.56,0,3
0.48,one_slider,"{'subject': 'Scientists', 'verb': 'suspect', 'comp': 'the mercury contained in vaccines is linked to autism risk'}",8,Scientists,suspect,pos,the mercury contained in vaccines is linked to autism risk,-1.000000,english,2,Yes,36,Male,3,no,2 dollars,1591148626321,7.821416666666667,0,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.94}, {'trial_type': 'own_stance', 'response': 0.31}, {'trial_type': 'own_stance', 'response': 0.98}]",2.56,1,1
0.26,one_slider,"{'subject': 'Researchers', 'verb': 'say', 'comp': 'parents should have a choice in whether they vaccinate their children'}",8,Researchers,say,neut,parents should have a choice in whether they vaccinate their children,-1.000000,english,2,Yes,36,Male,3,no,2 dollars,1591148626321,7.821416666666667,0,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.94}, {'trial_type': 'own_stance', 'response': 0.31}, {'trial_type': 'own_stance', 'response': 0.98}]",2.56,0,2
0.72,one_slider,"{'subject': 'Doctors', 'verb': 'say', 'comp': 'vaccines are effective at preventing diseases like measles'}",8,Doctors,say,neut,vaccines are effective at preventing diseases like measles,1.000000,english,2,Yes,36,Male,3,no,2 dollars,1591148626321,7.821416666666667,0,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.94}, {'trial_type': 'own_stance', 'response': 0.31}, {'trial_type': 'own_stance', 'response': 0.98}]",2.56,0,3
0.26,one_slider,"{'subject': 'Doctors', 'verb': 'suspect', 'comp': 'there is no link between vaccines and autism'}",8,Doctors,suspect,pos,there is no link between vaccines and autism,1.000000,english,2,Yes,36,Male,3,no,2 dollars,1591148626321,7.821416666666667,0,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.94}, {'trial_type': 'own_stance', 'response': 0.31}, {'trial_type': 'own_stance', 'response': 0.98}]",2.56,1,3
0.13,one_slider,"{'subject': 'Doctors', 'verb': 'argue', 'comp': 'getting vaccinated can pose serious risks'}",8,Doctors,argue,neg,getting vaccinated can pose serious risks,-1.000000,english,2,Yes,36,Male,3,no,2 dollars,1591148626321,7.821416666666667,0,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.94}, {'trial_type': 'own_stance', 'response': 0.31}, {'trial_type': 'own_stance', 'response': 0.98}]",2.56,-1,3
0.48,one_slider,"{'subject': 'Scientists', 'verb': 'say', 'comp': 'the link between vaccines and autism is unfounded'}",8,Scientists,say,neut,the link between vaccines and autism is unfounded,1.000000,english,2,Yes,36,Male,3,no,2 dollars,1591148626321,7.821416666666667,0,"[{'trial_type': 'own_stance', 'response': 0.95}, {'trial_type': 'own_stance', 'response': 0.94}, {'trial_type': 'own_stance', 'response': 0.31}, {'trial_type': 'own_stance', 'response': 0.98}]",2.56,0,1
